video,frame,predicted,actual,state,conditions
video (46),73,False,False,normal,""
video (46),74,False,False,normal,""
video (46),75,False,False,normal,""
video (46),76,False,False,normal,""
video (46),77,False,False,normal,""
video (46),78,False,False,normal,""
video (46),79,False,False,normal,""
video (46),80,False,False,normal,""
video (46),81,False,False,normal,""
video (46),82,False,False,normal,""
video (46),83,False,False,normal,""
video (46),84,False,False,normal,""
video (46),85,False,False,normal,""
video (46),86,False,False,low_confidence,"Low confidence"
video (46),87,False,False,normal,""
video (46),88,False,False,normal,""
video (46),89,False,False,normal,""
video (46),90,False,False,normal,""
video (46),91,False,False,normal,""
video (46),92,False,False,normal,""
video (46),93,False,False,normal,""
video (46),94,False,False,normal,""
video (46),95,False,False,normal,""
video (46),96,False,False,normal,""
video (46),97,False,False,normal,""
video (46),98,False,False,normal,""
video (46),99,False,False,normal,""
video (46),100,False,False,low_confidence,"Low confidence"
video (46),101,False,False,low_confidence,"Low confidence"
video (46),102,False,False,normal,""
video (46),103,False,False,low_confidence,"Low confidence"
video (46),104,False,False,low_confidence,"Low confidence"
video (46),105,False,False,low_confidence,"Low confidence"
video (46),106,False,False,low_confidence,"Low confidence"
video (46),107,False,False,low_confidence,"Low confidence"
video (46),108,False,False,low_confidence,"Low confidence"
video (46),109,False,False,low_confidence,"Low confidence"
video (46),110,False,False,low_confidence,"Low confidence"
video (46),111,False,False,low_confidence,"Low confidence"
video (46),112,False,False,low_confidence,"Low confidence"
video (46),113,False,False,low_confidence,"Low confidence"
video (46),114,False,False,low_confidence,"Low confidence"
video (46),115,False,False,low_confidence,"Low confidence"
video (46),116,False,False,low_confidence,"Low confidence"
video (46),117,False,False,low_confidence,"Low confidence"
video (46),118,False,False,low_confidence,"Low confidence"
video (46),119,False,False,low_confidence,"Low confidence"
video (46),120,False,False,low_confidence,"Low confidence"
video (46),121,False,False,low_confidence,"Low confidence"
video (46),122,False,False,low_confidence,"Low confidence"
video (46),123,False,False,normal,""
video (46),124,False,False,low_confidence,"Low confidence"
video (46),125,False,False,low_confidence,"Low confidence"
video (46),126,False,False,low_confidence,"Low confidence"
video (46),127,False,False,low_confidence,"Low confidence"
video (46),128,False,False,low_confidence,"Low confidence"
video (46),129,False,False,low_confidence,"Low confidence"
video (46),130,False,False,low_confidence,"Low confidence"
video (46),131,False,False,low_confidence,"Low confidence"
video (46),132,False,False,low_confidence,"Low confidence"
video (46),133,False,False,normal,""
video (46),134,False,False,low_confidence,"Low confidence"
video (46),135,False,False,low_confidence,"Low confidence"
video (46),136,False,False,low_confidence,"Low confidence"
video (46),137,False,False,low_confidence,"Low confidence"
video (46),138,False,False,low_confidence,"Low confidence"
video (46),139,False,False,low_confidence,"Low confidence"
video (46),140,False,False,low_confidence,"Low confidence"
video (46),141,False,False,low_confidence,"Low confidence"
video (46),142,False,False,low_confidence,"Low confidence"
video (46),143,False,False,low_confidence,"Low confidence"
video (46),144,False,False,low_confidence,"Low confidence"
video (46),145,False,False,low_confidence,"Low confidence"
video (46),146,False,False,low_confidence,"Low confidence"
video (46),147,False,False,low_confidence,"Low confidence"
video (46),148,False,False,low_confidence,"Low confidence"
video (46),149,False,False,low_confidence,"Low confidence"
video (46),150,False,False,low_confidence,"Low confidence"
video (46),151,False,False,low_confidence,"Low confidence"
video (46),152,False,False,low_confidence,"Low confidence"
video (46),153,False,False,low_confidence,"Low confidence"
video (46),154,False,False,low_confidence,"Low confidence"
video (46),155,False,False,low_confidence,"Low confidence"
video (46),156,False,False,low_confidence,"Low confidence"
video (46),157,False,False,low_confidence,"Low confidence"
video (46),158,False,False,low_confidence,"Low confidence"
video (46),159,False,False,low_confidence,"Low confidence"
video (46),160,False,False,low_confidence,"Low confidence"
video (46),161,False,False,low_confidence,"Low confidence"
video (46),162,False,False,low_confidence,"Low confidence"
video (46),163,False,False,low_confidence,"Low confidence"
video (46),164,False,False,low_confidence,"Low confidence"
video (46),165,False,False,low_confidence,"Low confidence"
video (46),166,False,False,low_confidence,"Low confidence"
video (46),167,False,False,low_confidence,"Low confidence"
video (46),168,False,False,low_confidence,"Low confidence"
video (46),169,False,False,low_confidence,"Low confidence"
video (46),170,False,False,low_confidence,"Low confidence"
video (46),171,False,False,low_confidence,"Low confidence"
video (46),172,False,False,low_confidence,"Low confidence"
video (46),173,False,False,low_confidence,"Low confidence"
video (46),174,False,False,low_confidence,"Low confidence"
video (46),175,False,False,low_confidence,"Low confidence"
video (46),176,False,False,low_confidence,"Low confidence"
video (46),177,False,False,low_confidence,"Low confidence"
video (46),178,False,False,low_confidence,"Low confidence"
video (46),179,False,False,low_confidence,"Low confidence"
video (46),180,False,False,low_confidence,"Low confidence"
video (46),181,False,False,low_confidence,"Low confidence"
video (46),182,False,False,low_confidence,"Low confidence"
video (46),183,False,False,low_confidence,"Low confidence"
video (46),184,False,False,low_confidence,"Low confidence"
video (46),185,False,False,low_confidence,"Low confidence"
video (46),186,False,False,low_confidence,"Low confidence"
video (46),187,False,False,normal,""
video (46),188,False,False,normal,""
video (46),189,False,False,low_confidence,"Low confidence"
video (46),190,False,False,normal,""
video (46),191,False,False,low_confidence,"Low confidence"
video (46),192,False,False,normal,""
video (46),193,False,False,normal,""
video (46),194,False,False,normal,""
video (46),195,False,False,normal,""
video (46),196,False,False,normal,""
video (46),197,False,False,normal,""
video (46),198,False,False,normal,""
video (46),199,False,False,normal,""
video (46),200,False,False,normal,""
video (46),201,False,False,normal,""
video (46),202,False,False,normal,""
video (46),203,False,False,normal,""
video (46),204,False,False,normal,""
video (46),205,False,False,normal,""
video (46),206,False,False,normal,""
video (46),207,False,False,normal,""
video (46),208,False,False,normal,""
video (46),209,False,False,normal,""
video (46),210,False,False,normal,""
video (46),211,False,False,normal,""
video (46),212,False,False,normal,""
video (46),213,False,False,normal,""
video (46),214,False,False,normal,""
video (46),215,False,False,normal,""
video (46),216,False,False,normal,""
video (46),217,False,False,normal,""
video (46),218,False,False,normal,""
video (46),219,False,False,normal,""
video (46),220,False,False,normal,""
video (46),221,False,False,normal,""
video (46),222,False,False,normal,""
video (46),223,False,False,normal,""
video (46),224,False,False,normal,""
video (46),225,False,False,normal,""
video (46),226,False,False,normal,""
video (46),227,False,False,normal,""
video (46),228,False,False,normal,""
video (46),229,False,False,low_confidence,"Low confidence"
video (46),230,False,False,normal,""
video (46),231,False,False,normal,""
video (46),232,False,False,normal,""
video (46),233,False,False,normal,""
video (46),234,False,False,low_confidence,"Low confidence"
video (46),235,False,False,low_confidence,"Low confidence"
video (46),236,False,False,low_confidence,"Low confidence"
video (46),237,False,False,low_confidence,"Low confidence"
video (46),238,False,False,low_confidence,"Low confidence"
video (46),239,False,False,low_confidence,"Low confidence"
video (46),240,False,False,low_confidence,"Low confidence"
video (46),241,False,False,low_confidence,"Low confidence"
video (46),242,False,False,low_confidence,"Low confidence"
video (46),243,False,False,low_confidence,"Low confidence"
video (46),244,False,False,low_confidence,"Low confidence"
video (46),245,False,False,normal,""
video (46),246,False,False,normal,""
video (46),247,False,False,normal,""
video (46),248,False,False,normal,""
video (46),249,False,False,normal,""
video (46),250,False,False,normal,""
video (46),251,False,False,normal,""
video (46),252,False,False,normal,""
video (46),253,False,False,normal,""
video (46),254,False,False,normal,""
video (46),255,False,False,normal,""
video (46),256,False,False,normal,""
video (46),257,False,False,normal,""
video (46),258,False,False,normal,""
video (46),259,False,False,normal,""
video (46),260,False,False,normal,""
video (46),261,False,False,normal,""
video (46),262,False,False,normal,""
video (46),263,False,False,normal,""
video (46),264,False,False,normal,""
video (47),1,False,False,normal,""
video (47),2,False,False,normal,""
video (47),3,False,False,normal,""
video (47),4,False,False,normal,""
video (47),5,False,False,normal,""
video (47),6,False,False,normal,""
video (47),7,False,False,normal,""
video (47),8,False,False,normal,""
video (47),9,False,False,normal,""
video (47),10,False,False,normal,""
video (47),11,False,False,normal,""
video (47),12,False,False,normal,""
video (47),13,False,False,normal,""
video (47),14,False,False,normal,""
video (47),15,False,False,normal,""
video (47),16,False,False,normal,""
video (47),17,False,False,normal,""
video (47),18,False,False,normal,""
video (47),19,False,False,normal,""
video (47),20,False,False,normal,""
video (47),21,False,False,normal,""
video (47),22,False,False,normal,""
video (47),23,False,False,normal,""
video (47),24,False,False,normal,""
video (47),25,False,False,normal,""
video (47),26,False,False,normal,""
video (47),27,False,False,normal,""
video (47),28,False,False,normal,""
video (47),29,False,False,normal,""
video (47),30,False,False,normal,""
video (47),31,False,False,normal,""
video (47),32,False,False,normal,""
video (47),33,False,False,normal,""
video (47),34,False,False,normal,""
video (47),35,False,False,normal,""
video (47),36,False,False,normal,""
video (47),37,False,False,normal,""
video (47),38,False,False,normal,""
video (47),39,False,False,normal,""
video (47),40,False,False,normal,""
video (47),41,False,False,normal,""
video (47),42,False,False,normal,""
video (47),43,False,False,normal,""
video (47),44,False,False,normal,""
video (47),45,False,False,normal,""
video (47),46,False,False,normal,""
video (47),47,False,False,normal,""
video (47),48,False,False,normal,""
video (47),49,False,False,normal,""
video (47),50,False,False,normal,""
video (47),51,False,False,normal,""
video (47),52,False,False,normal,""
video (47),53,False,False,normal,""
video (47),54,False,False,normal,""
video (47),55,False,False,normal,""
video (47),56,False,False,normal,""
video (47),57,False,False,normal,""
video (47),58,False,False,normal,""
video (47),59,False,False,normal,""
video (47),60,False,False,normal,""
video (47),61,False,False,normal,""
video (47),62,False,False,normal,""
video (47),63,False,False,normal,""
video (47),64,False,False,normal,""
video (47),65,False,False,normal,""
video (47),66,False,False,normal,""
video (47),67,False,False,normal,""
video (47),68,False,False,normal,""
video (47),69,False,False,normal,""
video (47),70,False,False,normal,""
video (47),71,False,False,normal,""
video (47),72,False,False,normal,""
video (47),73,False,False,normal,""
video (47),74,False,False,normal,""
video (47),75,False,False,normal,""
video (47),76,False,False,normal,""
video (47),77,False,False,normal,""
video (47),78,False,False,normal,""
video (47),79,False,False,normal,""
video (47),80,False,False,normal,""
video (47),81,False,False,normal,""
video (47),82,False,False,normal,""
video (47),83,False,False,normal,""
video (47),84,False,False,normal,""
video (47),85,False,False,normal,""
video (47),86,False,False,normal,""
video (47),87,False,False,normal,""
video (47),88,False,False,normal,""
video (47),89,False,False,normal,""
video (47),90,False,False,normal,""
video (47),91,False,False,normal,""
video (47),92,False,False,normal,""
video (47),93,False,False,normal,""
video (47),94,False,False,normal,""
video (47),95,False,False,normal,""
video (47),96,False,False,normal,""
video (47),97,False,False,normal,""
video (47),98,False,False,normal,""
video (47),99,False,False,normal,""
video (47),100,False,False,normal,""
video (47),101,False,False,normal,""
video (47),102,False,False,normal,""
video (47),103,False,False,normal,""
video (47),104,False,False,normal,""
video (47),105,False,False,normal,""
video (47),106,False,False,normal,""
video (47),107,False,False,normal,""
video (47),108,False,False,normal,""
video (47),109,False,False,normal,""
video (47),110,False,False,normal,""
video (47),111,False,False,normal,""
video (47),112,False,False,normal,""
video (47),113,False,False,normal,""
video (47),114,False,False,normal,""
video (47),115,False,False,normal,""
video (47),116,False,False,normal,""
video (47),117,False,False,normal,""
video (47),118,False,False,normal,""
video (47),119,False,False,normal,""
video (47),120,False,False,normal,""
video (47),121,False,False,normal,""
video (47),122,False,False,normal,""
video (47),123,False,False,normal,""
video (47),124,False,False,normal,""
video (47),125,False,False,normal,""
video (47),126,False,False,normal,""
video (47),127,False,False,normal,""
video (47),128,False,False,normal,""
video (47),129,False,False,normal,""
video (47),130,False,False,normal,""
video (47),131,False,False,normal,""
video (47),132,False,False,normal,""
video (47),133,False,False,normal,""
video (47),134,False,False,normal,""
video (47),135,False,False,normal,""
video (47),136,False,False,normal,""
video (47),137,False,False,normal,""
video (47),138,False,False,normal,""
video (47),139,False,False,normal,""
video (47),140,False,False,normal,""
video (47),141,False,False,normal,""
video (47),142,False,False,normal,""
video (47),143,False,False,normal,""
video (47),144,False,False,normal,""
video (47),145,False,False,normal,""
video (47),146,False,False,normal,""
video (47),147,False,False,normal,""
video (47),148,False,False,normal,""
video (47),149,False,False,normal,""
video (47),150,False,False,normal,""
video (47),151,False,False,normal,""
video (47),152,False,False,normal,""
video (47),153,False,False,normal,""
video (47),154,False,False,normal,""
video (47),155,False,False,normal,""
video (47),156,False,False,normal,""
video (47),157,False,False,normal,""
video (47),158,False,False,normal,""
video (47),159,False,False,normal,""
video (47),160,False,False,normal,""
video (47),161,False,False,normal,""
video (47),162,False,False,normal,""
video (47),163,False,False,normal,""
video (47),164,False,False,normal,""
video (47),165,False,False,normal,""
video (47),166,False,False,normal,""
video (47),167,False,False,normal,""
video (47),168,False,False,normal,""
video (47),169,False,False,normal,""
video (47),170,False,False,normal,""
video (47),171,False,False,normal,""
video (47),172,False,False,normal,""
video (47),173,False,False,normal,""
video (47),174,False,False,normal,""
video (47),175,False,False,normal,""
video (47),176,False,False,normal,""
video (47),177,False,False,normal,""
video (47),178,False,False,normal,""
video (47),179,False,False,normal,""
video (47),180,False,False,normal,""
video (47),181,False,False,normal,""
video (47),182,False,False,normal,""
video (47),183,False,False,normal,""
video (47),184,False,False,normal,""
video (47),185,False,False,normal,""
video (47),186,False,False,normal,""
video (47),187,False,False,normal,""
video (47),188,False,False,normal,""
video (47),189,False,False,normal,""
video (47),190,False,False,normal,""
video (47),191,False,False,normal,""
video (47),192,False,False,normal,""
video (47),193,False,False,normal,""
video (47),194,False,False,normal,""
video (47),195,False,False,normal,""
video (47),196,False,False,normal,""
video (47),197,False,False,normal,""
video (47),198,False,False,normal,""
video (47),199,False,False,normal,""
video (47),200,False,False,normal,""
video (47),201,False,False,normal,""
video (47),202,False,False,normal,""
video (47),203,False,False,normal,""
video (47),204,False,False,normal,""
video (47),205,False,False,normal,""
video (47),206,False,False,normal,""
video (47),207,False,False,normal,""
video (47),208,False,False,normal,""
video (47),209,False,False,normal,""
video (47),210,False,False,normal,""
video (47),211,False,False,normal,""
video (47),212,False,False,normal,""
video (47),213,False,False,normal,""
video (47),214,False,False,normal,""
video (47),215,False,False,normal,""
video (47),216,False,False,normal,""
video (47),217,False,False,normal,""
video (47),218,False,False,normal,""
video (47),219,False,False,normal,""
video (47),220,False,False,normal,""
video (47),221,False,False,normal,""
video (47),222,False,False,normal,""
video (47),223,False,False,normal,""
video (47),224,False,False,normal,""
video (47),225,False,False,normal,""
video (47),226,False,False,normal,""
video (47),227,False,False,normal,""
video (47),228,False,False,normal,""
video (47),229,False,False,normal,""
video (47),230,False,False,normal,""
video (47),231,False,False,normal,""
video (47),232,False,False,normal,""
video (47),233,False,False,normal,""
video (47),234,False,False,normal,""
video (47),235,False,False,normal,""
video (47),236,False,False,normal,""
video (47),237,False,False,normal,""
video (47),238,False,False,normal,""
video (47),239,False,False,normal,""
video (47),240,False,False,normal,""
video (47),241,False,False,normal,""
video (47),242,False,False,normal,""
video (47),243,False,False,normal,""
video (47),244,False,False,normal,""
video (47),245,False,False,low_confidence,"Low confidence"
video (47),246,False,False,low_confidence,"Low confidence"
video (47),247,False,False,low_confidence,"Low confidence"
video (47),248,False,False,low_confidence,"Low confidence"
video (47),249,False,False,low_confidence,"Low confidence"
video (47),250,False,False,low_confidence,"Low confidence"
video (47),251,False,False,low_confidence,"Low confidence"
video (47),252,False,False,low_confidence,"Low confidence"
video (47),253,False,False,low_confidence,"Low confidence"
video (47),254,False,False,low_confidence,"Low confidence"
video (47),255,False,False,low_confidence,"Low confidence"
video (47),256,False,False,low_confidence,"Low confidence"
video (47),257,False,False,low_confidence,"Low confidence"
video (47),258,False,False,low_confidence,"Low confidence"
video (47),259,False,False,low_confidence,"Low confidence"
video (47),260,False,False,low_confidence,"Low confidence"
video (47),261,False,False,low_confidence,"Low confidence"
video (47),262,False,False,low_confidence,"Low confidence"
video (47),263,False,False,low_confidence,"Low confidence"
video (47),264,False,False,low_confidence,"Low confidence"
video (47),265,False,False,low_confidence,"Low confidence"
video (47),266,False,False,low_confidence,"Low confidence"
video (47),267,False,False,normal,""
video (47),268,False,False,normal,""
video (47),269,False,False,normal,""
video (47),270,False,False,normal,""
video (47),271,False,False,normal,""
video (47),272,False,False,normal,""
video (47),273,False,False,normal,""
video (47),274,False,False,normal,""
video (47),275,False,False,normal,""
video (47),276,False,False,normal,""
video (47),277,False,False,normal,""
video (47),278,False,False,normal,""
video (47),279,False,False,normal,""
video (47),280,False,False,normal,""
video (47),281,False,False,low_confidence,"Low confidence"
video (47),282,False,False,low_confidence,"Low confidence"
video (47),283,False,False,low_confidence,"Low confidence"
video (47),284,False,False,low_confidence,"Low confidence"
video (47),285,False,False,low_confidence,"Low confidence"
video (47),286,False,False,low_confidence,"Low confidence"
video (47),287,False,False,low_confidence,"Low confidence"
video (47),288,False,False,low_confidence,"Low confidence"
video (48),1,False,False,normal,""
video (48),2,False,False,normal,""
video (48),3,False,False,normal,""
video (48),4,False,False,normal,""
video (48),5,False,False,normal,""
video (48),6,False,False,normal,""
video (48),7,False,False,normal,""
video (48),8,False,False,normal,""
video (48),9,False,False,normal,""
video (48),10,False,False,normal,""
video (48),11,False,False,normal,""
video (48),12,False,False,normal,""
video (48),13,False,False,normal,""
video (48),14,False,False,normal,""
video (48),15,False,False,normal,""
video (48),16,False,False,normal,""
video (48),17,False,False,normal,""
video (48),18,False,False,normal,""
video (48),19,False,False,normal,""
video (48),20,False,False,normal,""
video (48),21,False,False,normal,""
video (48),22,False,False,normal,""
video (48),23,False,False,normal,""
video (48),24,False,False,normal,""
video (48),25,False,False,normal,""
video (48),26,False,False,normal,""
video (48),27,False,False,normal,""
video (48),28,False,False,normal,""
video (48),29,False,False,normal,""
video (48),30,False,False,normal,""
video (48),31,False,False,normal,""
video (48),32,False,False,low_confidence,"Low confidence"
video (48),33,False,False,low_confidence,"Low confidence"
video (48),34,False,False,low_confidence,"Low confidence"
video (48),35,False,False,low_confidence,"Low confidence"
video (48),36,False,False,low_confidence,"Low confidence"
video (48),37,False,False,low_confidence,"Low confidence"
video (48),38,False,False,low_confidence,"Low confidence"
video (48),39,False,False,low_confidence,"Low confidence"
video (48),40,False,False,low_confidence,"Low confidence"
video (48),41,False,False,low_confidence,"Low confidence"
video (48),42,False,False,low_confidence,"Low confidence"
video (48),43,False,False,low_confidence,"Low confidence"
video (48),44,False,False,low_confidence,"Low confidence"
video (48),45,False,False,low_confidence,"Low confidence"
video (48),46,False,False,normal,""
video (48),47,False,False,low_confidence,"Low confidence"
video (48),48,False,False,normal,""
video (48),49,False,False,normal,""
video (48),50,False,False,normal,""
video (48),51,False,False,normal,""
video (48),52,False,False,low_confidence,"Low confidence"
video (48),53,False,False,low_confidence,"Low confidence"
video (48),54,False,False,low_confidence,"Low confidence"
video (48),55,False,False,low_confidence,"Low confidence"
video (48),56,False,False,low_confidence,"Low confidence"
video (48),57,False,False,low_confidence,"Low confidence"
video (48),58,False,False,normal,""
video (48),59,False,False,normal,""
video (48),60,False,False,normal,""
video (48),61,False,False,normal,""
video (48),62,False,False,normal,""
video (48),63,False,False,normal,""
video (48),64,False,False,normal,""
video (48),65,False,False,normal,""
video (48),66,False,False,normal,""
video (48),67,False,False,normal,""
video (48),68,False,False,normal,""
video (48),69,False,False,normal,""
video (48),70,False,False,normal,""
video (48),71,False,False,normal,""
video (48),72,False,False,normal,""
video (48),73,False,False,normal,""
video (48),74,False,False,normal,""
video (48),75,False,False,normal,""
video (48),76,False,False,normal,""
video (48),77,False,False,normal,""
video (48),78,False,False,normal,""
video (48),79,False,False,normal,""
video (48),80,False,False,low_confidence,"Low confidence"
video (48),81,False,False,normal,""
video (48),82,False,False,normal,""
video (48),83,False,False,normal,""
video (48),84,False,False,normal,""
video (48),85,False,False,normal,""
video (48),86,False,False,normal,""
video (48),87,False,False,low_confidence,"Low confidence"
video (48),88,False,False,normal,""
video (48),89,False,False,normal,""
video (48),90,False,False,normal,""
video (48),91,False,False,normal,""
video (48),92,False,False,normal,""
video (48),93,False,False,normal,""
video (48),94,False,False,normal,""
video (48),95,False,False,low_confidence,"Low confidence"
video (48),96,False,False,low_confidence,"Low confidence"
video (48),97,False,False,low_confidence,"Low confidence"
video (48),98,False,False,low_confidence,"Low confidence"
video (48),99,False,False,low_confidence,"Low confidence"
video (48),100,False,False,low_confidence,"Low confidence"
video (48),101,False,False,low_confidence,"Low confidence"
video (48),102,False,False,low_confidence,"Low confidence"
video (48),103,False,False,low_confidence,"Low confidence"
video (48),104,False,False,low_confidence,"Low confidence"
video (48),105,False,False,low_confidence,"Low confidence"
video (48),106,False,False,low_confidence,"Low confidence"
video (48),107,False,False,low_confidence,"Low confidence"
video (48),108,False,False,low_confidence,"Low confidence"
video (48),109,False,False,low_confidence,"Low confidence"
video (48),110,False,False,low_confidence,"Low confidence"
video (48),111,False,False,low_confidence,"Low confidence"
video (48),112,False,False,low_confidence,"Low confidence"
video (48),113,False,False,low_confidence,"Low confidence"
video (48),114,False,False,low_confidence,"Low confidence"
video (48),115,False,False,low_confidence,"Low confidence"
video (48),116,False,False,low_confidence,"Low confidence"
video (48),117,False,False,low_confidence,"Low confidence"
video (48),118,False,False,low_confidence,"Low confidence"
video (48),119,False,False,low_confidence,"Low confidence"
video (48),120,False,False,low_confidence,"Low confidence"
video (48),121,False,False,low_confidence,"Low confidence"
video (48),122,False,False,low_confidence,"Low confidence"
video (48),123,False,False,low_confidence,"Low confidence"
video (48),124,False,False,low_confidence,"Low confidence"
video (48),125,False,False,low_confidence,"Low confidence"
video (48),126,False,False,low_confidence,"Low confidence"
video (48),127,False,False,low_confidence,"Low confidence"
video (48),128,False,False,low_confidence,"Low confidence"
video (48),129,False,False,low_confidence,"Low confidence"
video (48),130,False,False,low_confidence,"Low confidence"
video (48),131,False,False,low_confidence,"Low confidence"
video (48),132,False,False,low_confidence,"Low confidence"
video (48),133,False,False,low_confidence,"Low confidence"
video (48),134,False,False,low_confidence,"Low confidence"
video (48),135,False,False,low_confidence,"Low confidence"
video (48),136,False,False,low_confidence,"Low confidence"
video (48),137,False,False,low_confidence,"Low confidence"
video (48),138,False,False,low_confidence,"Low confidence"
video (48),139,False,False,low_confidence,"Low confidence"
video (48),140,False,False,low_confidence,"Low confidence"
video (48),141,False,False,low_confidence,"Low confidence"
video (48),142,False,False,low_confidence,"Low confidence"
video (48),143,False,False,low_confidence,"Low confidence"
video (48),144,False,False,low_confidence,"Low confidence"
video (48),145,False,False,low_confidence,"Low confidence"
video (48),146,False,False,low_confidence,"Low confidence"
video (48),147,False,False,low_confidence,"Low confidence"
video (48),148,False,False,low_confidence,"Low confidence"
video (48),149,False,False,low_confidence,"Low confidence"
video (48),150,False,False,low_confidence,"Low confidence"
video (48),151,False,False,low_confidence,"Low confidence"
video (48),152,False,False,low_confidence,"Low confidence"
video (48),153,False,False,low_confidence,"Low confidence"
video (48),154,False,False,low_confidence,"Low confidence"
video (48),155,False,False,low_confidence,"Low confidence"
video (48),156,False,False,low_confidence,"Low confidence"
video (48),157,False,False,low_confidence,"Low confidence"
video (48),158,False,False,low_confidence,"Low confidence"
video (48),159,False,False,low_confidence,"Low confidence"
video (48),160,False,False,low_confidence,"Low confidence"
video (48),161,False,False,low_confidence,"Low confidence"
video (48),162,False,False,normal,""
video (48),163,False,False,normal,""
video (48),164,False,False,normal,""
video (48),165,False,False,normal,""
video (48),166,False,False,normal,""
video (48),167,False,False,normal,""
video (48),168,False,False,normal,""
video (48),169,False,False,normal,""
video (48),170,False,False,normal,""
video (48),171,False,False,normal,""
video (48),172,False,False,normal,""
video (48),173,False,False,low_confidence,"Low confidence"
video (48),174,False,False,normal,""
video (48),175,False,False,normal,""
video (48),176,False,False,normal,""
video (48),177,False,False,normal,""
video (48),178,False,False,normal,""
video (48),179,False,False,normal,""
video (48),180,False,False,normal,""
video (48),181,False,False,normal,""
video (48),182,False,False,normal,""
video (48),183,False,False,normal,""
video (48),184,False,False,normal,""
video (48),185,False,False,normal,""
video (48),186,False,False,normal,""
video (48),187,False,False,normal,""
video (48),188,False,False,normal,""
video (48),189,False,False,normal,""
video (48),190,False,False,normal,""
video (48),191,False,False,low_confidence,"Low confidence"
video (48),192,False,False,normal,""
video (48),193,False,False,low_confidence,"Low confidence"
video (48),194,False,False,low_confidence,"Low confidence"
video (48),195,False,False,low_confidence,"Low confidence"
video (48),196,False,False,low_confidence,"Low confidence"
video (48),197,False,False,low_confidence,"Low confidence"
video (48),198,False,False,low_confidence,"Low confidence"
video (48),199,False,False,low_confidence,"Low confidence"
video (48),200,False,False,low_confidence,"Low confidence"
video (48),201,False,False,low_confidence,"Low confidence"
video (48),202,False,False,low_confidence,"Low confidence"
video (48),203,False,False,low_confidence,"Low confidence"
video (48),205,False,False,low_confidence,"Low confidence"
video (48),209,False,False,low_confidence,"Low confidence"
video (48),210,False,False,low_confidence,"Low confidence"
video (48),211,False,False,normal,""
video (48),212,False,False,normal,""
video (48),213,False,False,normal,""
video (48),214,False,False,normal,""
video (48),215,False,False,normal,""
video (48),216,False,False,normal,""
video (48),217,False,False,normal,""
video (48),218,False,False,low_confidence,"Low confidence"
video (48),219,False,False,normal,""
video (48),220,False,False,normal,""
video (48),221,False,False,normal,""
video (48),222,False,False,normal,""
video (48),223,False,False,normal,""
video (48),224,False,False,normal,""
video (48),225,False,False,normal,""
video (48),226,False,False,normal,""
video (48),227,False,False,normal,""
video (48),228,False,False,normal,""
video (48),229,False,False,normal,""
video (48),230,False,False,normal,""
video (48),231,False,False,normal,""
video (48),232,False,False,normal,""
video (48),233,False,False,normal,""
video (48),234,False,False,normal,""
video (48),235,False,False,normal,""
video (48),236,False,False,normal,""
video (48),237,False,False,normal,""
video (48),238,False,False,normal,""
video (48),239,False,False,normal,""
video (48),240,False,False,normal,""
video (49),1,False,False,normal,""
video (49),2,False,False,normal,""
video (49),3,False,False,normal,""
video (49),4,False,False,normal,""
video (49),5,False,False,normal,""
video (49),6,False,False,normal,""
video (49),7,False,False,normal,""
video (49),8,False,False,normal,""
video (49),9,False,False,normal,""
video (49),10,False,False,normal,""
video (49),11,False,False,normal,""
video (49),12,False,False,normal,""
video (49),13,False,False,normal,""
video (49),14,False,False,normal,""
video (49),15,False,False,normal,""
video (49),16,False,False,normal,""
video (49),17,False,False,normal,""
video (49),18,False,False,normal,""
video (49),19,False,False,normal,""
video (49),20,False,False,normal,""
video (49),21,False,False,normal,""
video (49),22,False,False,normal,""
video (49),23,False,False,normal,""
video (49),24,False,False,normal,""
video (49),25,False,False,normal,""
video (49),26,False,False,normal,""
video (49),27,False,False,normal,""
video (49),28,False,False,normal,""
video (49),29,False,False,normal,""
video (49),30,False,False,normal,""
video (49),31,False,False,normal,""
video (49),32,False,False,normal,""
video (49),33,False,False,normal,""
video (49),34,False,False,normal,""
video (49),35,False,False,normal,""
video (49),36,False,False,normal,""
video (49),37,False,False,low_confidence,"Low confidence"
video (49),38,False,False,low_confidence,"Low confidence"
video (49),39,False,False,low_confidence,"Low confidence"
video (49),40,False,False,low_confidence,"Low confidence"
video (49),41,False,False,low_confidence,"Low confidence"
video (49),42,False,False,low_confidence,"Low confidence"
video (49),43,False,False,low_confidence,"Low confidence"
video (49),44,False,False,low_confidence,"Low confidence"
video (49),45,False,False,low_confidence,"Low confidence"
video (49),46,False,False,low_confidence,"Low confidence"
video (49),47,False,False,low_confidence,"Low confidence"
video (49),48,False,False,normal,""
video (49),49,False,False,normal,""
video (49),50,False,False,normal,""
video (49),51,False,False,normal,""
video (49),52,False,False,normal,""
video (49),53,False,False,normal,""
video (49),54,False,False,normal,""
video (49),55,False,False,normal,""
video (49),56,False,False,normal,""
video (49),57,False,False,normal,""
video (49),58,False,False,normal,""
video (49),59,False,False,normal,""
video (49),60,False,False,normal,""
video (49),61,False,False,normal,""
video (49),62,False,False,normal,""
video (49),63,False,False,normal,""
video (49),64,False,False,normal,""
video (49),65,False,False,normal,""
video (49),66,False,False,normal,""
video (49),67,False,False,normal,""
