video,frame,predicted,actual,state,conditions
video (16),108,False,False,normal,""
video (16),109,False,False,normal,"high_speed_9.2px"
video (16),110,False,False,normal,"high_speed_15.7px"
video (16),111,False,False,normal,"high_speed_2.6px"
video (16),112,False,False,normal,"high_speed_5.5px"
video (16),113,False,False,normal,"high_speed_5.3px"
video (16),114,False,False,normal,"high_speed_6.7px"
video (16),115,False,False,normal,"high_speed_4.0px"
video (16),116,False,False,normal,"high_speed_3.9px"
video (16),117,False,False,normal,""
video (16),118,False,False,normal,"high_speed_6.1px"
video (16),119,False,False,normal,"high_speed_6.0px"
video (16),120,False,False,normal,"high_speed_4.9px"
video (16),121,False,False,normal,""
video (16),122,False,False,normal,"high_speed_0.8px"
video (16),123,False,False,normal,"high_speed_16.0px"
video (16),124,False,False,normal,"high_speed_22.1px"
video (16),125,False,False,normal,""
video (16),126,False,False,normal,"high_speed_10.5px"
video (16),127,False,False,normal,""
video (16),128,False,False,normal,"high_speed_4.4px"
video (16),129,False,False,normal,""
video (16),130,False,False,normal,"high_speed_8.8px"
video (16),131,False,False,normal,""
video (16),132,False,False,normal,"high_speed_10.6px"
video (16),133,False,False,normal,"high_speed_9.3px"
video (16),134,False,False,normal,""
video (16),135,False,False,normal,""
video (16),136,False,False,normal,""
video (16),137,False,False,normal,""
video (16),138,False,False,normal,"high_speed_1.0px"
video (16),139,False,False,normal,""
video (16),140,False,False,normal,""
video (16),141,False,False,normal,""
video (16),142,False,False,normal,""
video (16),143,False,False,normal,""
video (16),144,False,False,normal,"high_speed_7.0px"
video (16),145,False,False,normal,""
video (16),146,False,False,normal,""
video (16),147,False,False,normal,""
video (16),148,False,False,normal,""
video (16),149,False,False,normal,""
video (16),150,False,False,normal,"high_speed_1.0px"
video (16),151,False,False,normal,""
video (16),152,False,False,normal,""
video (16),153,False,False,normal,""
video (16),154,False,False,normal,""
video (16),155,False,False,normal,""
video (16),156,False,False,normal,""
video (16),157,False,False,normal,""
video (16),158,False,False,normal,""
video (16),159,False,False,normal,""
video (16),160,False,False,normal,""
video (16),161,False,False,normal,""
video (16),162,False,False,normal,""
video (16),163,False,False,normal,""
video (16),164,False,False,normal,"high_speed_8.0px"
video (16),165,False,False,normal,""
video (16),166,False,False,normal,""
video (16),167,False,False,normal,""
video (16),168,False,False,normal,""
video (16),169,False,False,normal,""
video (16),170,False,False,normal,"high_speed_15.1px"
video (16),171,False,False,normal,""
video (16),172,False,False,normal,"high_speed_15.8px"
video (16),173,False,False,normal,""
video (16),174,False,False,normal,""
video (16),175,False,False,normal,""
video (16),176,False,False,normal,""
video (16),177,False,False,normal,""
video (16),178,False,False,normal,""
video (16),179,False,False,normal,""
video (16),180,False,False,normal,""
video (16),181,False,False,normal,"high_speed_13.0px"
video (16),182,False,False,normal,"high_speed_10.9px"
video (16),183,False,False,normal,"high_speed_45.9px"
video (16),184,False,False,normal,"high_speed_56.1px"
video (16),185,False,False,normal,"high_speed_22.3px"
video (16),186,False,True,normal,"high_speed_25.9px"
video (16),187,False,True,normal,"high_speed_37.5px"
video (16),188,False,True,normal,"high_speed_108.1px"
video (16),199,False,True,low_confidence,"Keypoint low confidence"
video (16),209,False,False,low_confidence,"Keypoint low confidence"
video (16),210,False,False,low_confidence,"Keypoint low confidence"
video (16),212,False,False,low_confidence,"Keypoint low confidence"
video (17),1,False,False,low_confidence,"Keypoint low confidence"
video (17),2,False,False,low_confidence,"Keypoint low confidence"
video (17),3,False,False,low_confidence,"Keypoint low confidence"
video (17),4,False,False,low_confidence,"Keypoint low confidence"
video (17),5,False,False,low_confidence,"Keypoint low confidence"
video (17),6,False,False,low_confidence,"Keypoint low confidence"
video (17),7,False,False,low_confidence,"Keypoint low confidence"
video (17),8,False,False,low_confidence,"Keypoint low confidence"
video (17),9,False,False,low_confidence,"Keypoint low confidence"
video (17),10,False,False,low_confidence,"Keypoint low confidence"
video (17),11,False,False,low_confidence,"Keypoint low confidence"
video (17),12,False,False,low_confidence,"Keypoint low confidence"
video (17),13,False,False,low_confidence,"Keypoint low confidence"
video (17),14,False,False,low_confidence,"Keypoint low confidence"
video (17),15,False,False,low_confidence,"Keypoint low confidence"
video (17),16,False,False,low_confidence,"Keypoint low confidence"
video (17),17,False,False,low_confidence,"Keypoint low confidence"
video (17),18,False,False,low_confidence,"Keypoint low confidence"
video (17),19,False,False,low_confidence,"Keypoint low confidence"
video (17),20,False,False,low_confidence,"Keypoint low confidence"
video (17),21,False,False,low_confidence,"Keypoint low confidence"
video (17),22,False,False,low_confidence,"Keypoint low confidence"
video (17),23,False,False,low_confidence,"Keypoint low confidence"
video (17),24,False,False,low_confidence,"Keypoint low confidence"
video (17),25,False,False,low_confidence,"Keypoint low confidence"
video (17),26,False,False,low_confidence,"Keypoint low confidence"
video (17),27,False,False,low_confidence,"Keypoint low confidence"
video (17),28,False,False,low_confidence,"Keypoint low confidence"
video (17),29,False,False,low_confidence,"Keypoint low confidence"
video (17),30,False,False,low_confidence,"Keypoint low confidence"
video (17),31,False,False,low_confidence,"Keypoint low confidence"
video (17),32,False,False,low_confidence,"Keypoint low confidence"
video (17),33,False,False,low_confidence,"Keypoint low confidence"
video (17),34,False,False,low_confidence,"Keypoint low confidence"
video (17),35,False,False,low_confidence,"Keypoint low confidence"
video (17),36,False,False,low_confidence,"Keypoint low confidence"
video (17),37,False,False,low_confidence,"Keypoint low confidence"
video (17),38,False,False,low_confidence,"Keypoint low confidence"
video (17),39,False,False,low_confidence,"Keypoint low confidence"
video (17),40,False,False,low_confidence,"Keypoint low confidence"
video (17),41,False,False,low_confidence,"Keypoint low confidence"
video (17),42,False,False,low_confidence,"Keypoint low confidence"
video (17),43,False,False,low_confidence,"Keypoint low confidence"
video (17),44,False,False,low_confidence,"Keypoint low confidence"
video (17),45,False,False,low_confidence,"Keypoint low confidence"
video (17),46,False,False,low_confidence,"Keypoint low confidence"
video (17),47,False,False,low_confidence,"Keypoint low confidence"
video (17),48,False,False,low_confidence,"Keypoint low confidence"
video (17),49,False,False,low_confidence,"Keypoint low confidence"
video (17),50,False,False,low_confidence,"Keypoint low confidence"
video (17),51,False,False,low_confidence,"Keypoint low confidence"
video (17),52,False,False,low_confidence,"Keypoint low confidence"
video (17),53,False,False,low_confidence,"Keypoint low confidence"
video (17),54,False,False,low_confidence,"Keypoint low confidence"
video (17),55,False,False,low_confidence,"Keypoint low confidence"
video (17),56,False,False,low_confidence,"Keypoint low confidence"
video (17),57,False,False,low_confidence,"Keypoint low confidence"
video (17),58,False,False,low_confidence,"Keypoint low confidence"
video (17),59,False,False,low_confidence,"Keypoint low confidence"
video (17),60,False,False,low_confidence,"Keypoint low confidence"
video (17),61,False,False,low_confidence,"Keypoint low confidence"
video (17),62,False,False,low_confidence,"Keypoint low confidence"
video (17),63,False,False,low_confidence,"Keypoint low confidence"
video (17),64,False,False,low_confidence,"Keypoint low confidence"
video (17),65,False,False,low_confidence,"Keypoint low confidence"
video (17),66,False,False,low_confidence,"Keypoint low confidence"
video (17),67,False,False,low_confidence,"Keypoint low confidence"
video (17),68,False,False,low_confidence,"Keypoint low confidence"
video (17),69,False,False,low_confidence,"Keypoint low confidence"
video (17),70,False,False,low_confidence,"Keypoint low confidence"
video (17),71,False,False,low_confidence,"Keypoint low confidence"
video (17),72,False,False,low_confidence,"Keypoint low confidence"
video (17),73,False,False,low_confidence,"Keypoint low confidence"
video (17),74,False,False,low_confidence,"Keypoint low confidence"
video (17),75,False,False,low_confidence,"Keypoint low confidence"
video (17),76,False,False,low_confidence,"Keypoint low confidence"
video (17),77,False,False,low_confidence,"Keypoint low confidence"
video (17),78,False,False,low_confidence,"Keypoint low confidence"
video (17),79,False,False,low_confidence,"Keypoint low confidence"
video (17),80,False,False,low_confidence,"Keypoint low confidence"
video (17),81,False,False,low_confidence,"Keypoint low confidence"
video (17),82,False,False,low_confidence,"Keypoint low confidence"
video (17),83,False,False,low_confidence,"Keypoint low confidence"
video (17),84,False,False,normal,"high_speed_1.2px"
video (17),85,False,False,low_confidence,"Keypoint low confidence"
video (17),86,False,False,low_confidence,"Keypoint low confidence"
video (17),87,False,False,low_confidence,"Keypoint low confidence"
video (17),88,False,False,low_confidence,"Keypoint low confidence"
video (17),89,False,False,low_confidence,"Keypoint low confidence"
video (17),90,False,False,low_confidence,"Keypoint low confidence"
video (17),91,False,False,low_confidence,"Keypoint low confidence"
video (17),92,False,False,low_confidence,"Keypoint low confidence"
video (17),93,False,False,normal,""
video (17),94,False,False,low_confidence,"Keypoint low confidence"
video (17),95,False,False,low_confidence,"Keypoint low confidence"
video (17),96,False,False,normal,"high_speed_4.9px"
video (17),97,False,False,low_confidence,"Keypoint low confidence"
video (17),98,False,False,normal,"high_speed_8.2px"
video (17),99,False,False,low_confidence,"Keypoint low confidence"
video (17),100,False,False,low_confidence,"Keypoint low confidence"
video (17),101,False,False,normal,""
video (17),102,False,False,normal,"high_speed_6.7px"
video (17),103,False,False,normal,""
video (17),104,False,False,normal,""
video (17),105,False,False,normal,"high_speed_3.3px"
video (17),106,False,False,normal,""
video (17),107,False,False,normal,""
video (17),108,False,False,normal,"high_speed_4.5px"
video (17),109,False,False,normal,""
video (17),110,False,False,low_confidence,"Keypoint low confidence"
video (17),111,False,False,low_confidence,"Keypoint low confidence"
video (17),112,False,False,normal,""
video (17),113,False,False,normal,""
video (17),114,False,False,normal,""
video (17),115,False,False,normal,""
video (17),116,False,False,normal,""
video (17),117,False,False,normal,""
video (17),118,False,False,normal,""
video (17),119,False,False,normal,""
video (17),120,False,False,normal,""
video (17),121,False,False,normal,""
video (17),122,False,False,low_confidence,"Keypoint low confidence"
video (17),123,False,False,normal,""
video (17),124,False,False,low_confidence,"Keypoint low confidence"
video (17),125,False,False,low_confidence,"Keypoint low confidence"
video (17),126,False,False,low_confidence,"Keypoint low confidence"
video (17),127,False,False,low_confidence,"Keypoint low confidence"
video (17),128,False,False,low_confidence,"Keypoint low confidence"
video (17),129,False,False,low_confidence,"Keypoint low confidence"
video (17),130,False,False,low_confidence,"Keypoint low confidence"
video (17),131,False,False,low_confidence,"Keypoint low confidence"
video (17),132,False,False,low_confidence,"Keypoint low confidence"
video (17),133,False,False,low_confidence,"Keypoint low confidence"
video (17),134,False,False,low_confidence,"Keypoint low confidence"
video (17),135,False,False,low_confidence,"Keypoint low confidence"
video (17),136,False,False,low_confidence,"Keypoint low confidence"
video (17),137,False,False,low_confidence,"Keypoint low confidence"
video (17),138,False,False,low_confidence,"Keypoint low confidence"
video (17),139,False,False,low_confidence,"Keypoint low confidence"
video (17),140,False,False,normal,""
video (17),141,False,False,low_confidence,"Keypoint low confidence"
video (17),142,False,False,normal,""
video (17),143,False,False,normal,""
video (17),144,False,False,low_confidence,"Keypoint low confidence"
video (17),145,False,False,low_confidence,"Keypoint low confidence"
video (17),146,False,False,low_confidence,"Keypoint low confidence"
video (17),147,False,False,low_confidence,"Keypoint low confidence"
video (17),148,False,False,normal,""
video (17),149,False,False,normal,""
video (17),150,False,False,low_confidence,"Keypoint low confidence"
video (17),151,False,False,low_confidence,"Keypoint low confidence"
video (17),152,False,False,low_confidence,"Keypoint low confidence"
video (17),153,False,False,low_confidence,"Keypoint low confidence"
video (17),154,False,True,low_confidence,"Keypoint low confidence"
video (17),155,False,True,low_confidence,"Keypoint low confidence"
video (17),156,False,True,low_confidence,"Keypoint low confidence"
video (17),157,False,True,low_confidence,"Keypoint low confidence"
video (17),158,False,True,low_confidence,"Keypoint low confidence"
video (17),159,False,True,low_confidence,"Keypoint low confidence"
video (17),160,False,True,low_confidence,"Keypoint low confidence"
video (17),161,False,True,low_confidence,"Keypoint low confidence"
video (17),167,False,True,low_confidence,"Keypoint low confidence"
video (17),168,False,True,low_confidence,"Keypoint low confidence"
video (17),169,False,True,low_confidence,"Keypoint low confidence"
video (17),170,False,False,low_confidence,"Keypoint low confidence"
video (17),171,False,False,low_confidence,"Keypoint low confidence"
video (17),172,False,False,low_confidence,"Keypoint low confidence"
video (17),173,False,False,low_confidence,"Keypoint low confidence"
video (17),174,False,False,low_confidence,"Keypoint low confidence"
video (17),175,False,False,low_confidence,"Keypoint low confidence"
video (17),176,False,False,low_confidence,"Keypoint low confidence"
video (17),177,False,False,low_confidence,"Keypoint low confidence"
video (17),178,False,False,low_confidence,"Keypoint low confidence"
video (17),179,False,False,low_confidence,"Keypoint low confidence"
video (17),180,False,False,low_confidence,"Keypoint low confidence"
video (17),181,False,False,low_confidence,"Keypoint low confidence"
video (17),182,False,False,low_confidence,"Keypoint low confidence"
video (17),183,False,False,low_confidence,"Keypoint low confidence"
video (17),184,False,False,low_confidence,"Keypoint low confidence"
video (17),185,False,False,low_confidence,"Keypoint low confidence"
video (17),186,False,False,low_confidence,"Keypoint low confidence"
video (17),187,False,False,low_confidence,"Keypoint low confidence"
video (17),188,False,False,low_confidence,"Keypoint low confidence"
video (17),189,False,False,low_confidence,"Keypoint low confidence"
video (17),190,False,False,low_confidence,"Keypoint low confidence"
video (17),191,False,False,low_confidence,"Keypoint low confidence"
video (17),192,False,False,low_confidence,"Keypoint low confidence"
video (17),193,False,False,low_confidence,"Keypoint low confidence"
video (17),194,False,False,low_confidence,"Keypoint low confidence"
video (17),195,False,False,low_confidence,"Keypoint low confidence"
video (17),196,False,False,low_confidence,"Keypoint low confidence"
video (17),197,False,False,low_confidence,"Keypoint low confidence"
video (17),198,False,False,low_confidence,"Keypoint low confidence"
video (17),199,False,False,low_confidence,"Keypoint low confidence"
video (17),200,False,False,low_confidence,"Keypoint low confidence"
video (17),201,False,False,low_confidence,"Keypoint low confidence"
video (17),202,False,False,low_confidence,"Keypoint low confidence"
video (17),203,False,False,low_confidence,"Keypoint low confidence"
video (17),204,False,False,low_confidence,"Keypoint low confidence"
video (17),205,False,False,low_confidence,"Keypoint low confidence"
video (17),206,False,False,low_confidence,"Keypoint low confidence"
video (17),207,False,False,low_confidence,"Keypoint low confidence"
video (17),208,False,False,low_confidence,"Keypoint low confidence"
video (17),209,False,False,low_confidence,"Keypoint low confidence"
video (17),210,False,False,low_confidence,"Keypoint low confidence"
video (17),211,False,False,low_confidence,"Keypoint low confidence"
video (17),212,False,False,low_confidence,"Keypoint low confidence"
video (17),213,False,False,low_confidence,"Keypoint low confidence"
video (17),214,False,False,low_confidence,"Keypoint low confidence"
video (17),215,False,False,low_confidence,"Keypoint low confidence"
video (17),216,False,False,low_confidence,"Keypoint low confidence"
video (17),217,False,False,low_confidence,"Keypoint low confidence"
video (17),218,False,False,low_confidence,"Keypoint low confidence"
video (17),219,False,False,low_confidence,"Keypoint low confidence"
video (17),220,False,False,low_confidence,"Keypoint low confidence"
video (17),221,False,False,low_confidence,"Keypoint low confidence"
video (17),222,False,False,low_confidence,"Keypoint low confidence"
video (17),223,False,False,low_confidence,"Keypoint low confidence"
video (17),224,False,False,low_confidence,"Keypoint low confidence"
video (17),225,False,False,low_confidence,"Keypoint low confidence"
video (17),226,False,False,low_confidence,"Keypoint low confidence"
video (17),227,False,False,low_confidence,"Keypoint low confidence"
video (17),228,False,False,low_confidence,"Keypoint low confidence"
video (17),229,False,False,low_confidence,"Keypoint low confidence"
video (17),230,False,False,low_confidence,"Keypoint low confidence"
video (17),231,False,False,low_confidence,"Keypoint low confidence"
video (17),232,False,False,low_confidence,"Keypoint low confidence"
video (17),233,False,False,low_confidence,"Keypoint low confidence"
video (17),234,False,False,low_confidence,"Keypoint low confidence"
video (17),235,False,False,low_confidence,"Keypoint low confidence"
video (17),236,False,False,low_confidence,"Keypoint low confidence"
video (17),237,False,False,low_confidence,"Keypoint low confidence"
video (17),238,False,False,low_confidence,"Keypoint low confidence"
video (17),239,False,False,low_confidence,"Keypoint low confidence"
video (17),240,False,False,low_confidence,"Keypoint low confidence"
video (18),1,False,False,normal,""
video (18),2,False,False,low_confidence,"Keypoint low confidence"
video (18),2,False,False,normal,"high_speed_22.7px"
video (18),3,False,False,low_confidence,"Keypoint low confidence"
video (18),4,False,False,low_confidence,"Keypoint low confidence"
video (18),5,False,False,low_confidence,"Keypoint low confidence"
video (18),6,False,False,normal,""
video (18),7,False,False,normal,"high_speed_2.7px"
video (18),8,False,False,normal,""
video (18),9,False,False,low_confidence,"Keypoint low confidence"
video (18),10,False,False,normal,"high_speed_4.6px"
video (18),10,False,False,normal,""
video (18),11,False,False,normal,""
video (18),11,False,False,normal,"high_speed_174.6px"
video (18),12,False,False,normal,""
video (18),13,False,False,normal,""
video (18),13,False,False,normal,""
video (18),14,False,False,normal,""
video (18),15,False,False,low_confidence,"Keypoint low confidence"
video (18),16,False,False,normal,"high_speed_3.0px"
video (18),17,False,False,normal,"high_speed_6.0px"
video (18),17,False,False,normal,""
video (18),18,False,False,normal,""
video (18),19,False,False,normal,""
video (18),20,False,False,low_confidence,"Keypoint low confidence"
video (18),21,False,False,low_confidence,"Keypoint low confidence"
video (18),22,False,False,low_confidence,"Keypoint low confidence"
video (18),23,False,False,normal,"high_speed_4.2px"
video (18),24,False,False,normal,"high_speed_17.3px"
video (18),24,False,False,normal,""
video (18),25,False,False,normal,""
video (18),26,False,False,normal,""
video (18),26,False,False,normal,""
video (18),27,False,False,normal,""
video (18),27,False,False,normal,""
video (18),28,False,False,normal,""
video (18),29,False,False,normal,"high_speed_5.4px"
video (18),30,False,False,normal,""
video (18),31,False,False,normal,"high_speed_1.8px"
video (18),32,False,False,normal,""
video (18),32,False,False,normal,""
video (18),33,False,False,normal,""
video (18),33,False,False,normal,""
video (18),34,False,False,normal,""
video (18),35,False,False,normal,""
video (18),36,False,False,normal,"high_speed_19.7px"
video (18),37,False,False,normal,""
video (18),38,False,False,normal,"high_speed_2.1px"
video (18),39,False,False,normal,""
video (18),40,False,False,normal,"high_speed_28.5px"
video (18),40,False,False,normal,""
video (18),41,False,False,normal,""
video (18),42,False,False,normal,"high_speed_7.8px"
video (18),43,False,False,normal,""
video (18),44,False,False,normal,""
video (18),45,False,False,normal,"high_speed_6.1px"
video (18),45,False,False,normal,""
video (18),46,False,False,normal,""
video (18),47,False,False,normal,""
video (18),48,False,False,normal,"high_speed_1.7px"
video (18),49,False,False,normal,""
video (18),49,False,False,normal,""
video (18),50,False,False,normal,""
video (18),51,False,False,normal,""
video (18),51,False,False,normal,""
video (18),52,False,False,normal,""
video (18),52,False,False,normal,""
video (18),53,False,False,low_confidence,"Keypoint low confidence"
video (18),54,False,False,normal,""
video (18),54,False,False,normal,""
video (18),55,False,False,normal,""
video (18),56,False,False,normal,"high_speed_4.3px"
video (18),57,False,False,normal,"high_speed_2.0px"
video (18),58,False,False,normal,""
video (18),58,False,False,normal,""
video (18),59,False,False,normal,""
video (18),59,False,False,normal,""
video (18),60,False,False,normal,""
video (18),61,False,False,normal,"high_speed_18.5px"
video (18),62,False,False,normal,"high_speed_4.8px"
video (18),62,False,False,normal,""
video (18),63,False,False,normal,""
video (18),63,False,False,normal,""
video (18),64,False,False,normal,"high_speed_6.5px"
video (18),65,False,False,normal,"high_speed_19.4px"
video (18),65,False,False,normal,""
video (18),66,False,False,normal,""
video (18),66,False,False,normal,""
video (18),67,False,False,normal,"high_speed_21.8px"
video (18),67,False,False,normal,""
video (18),68,False,False,normal,""
video (18),69,False,False,normal,"high_speed_41.8px"
video (18),70,False,False,low_confidence,"Keypoint low confidence"
video (18),70,False,False,normal,"high_speed_28.6px"
video (18),71,False,False,low_confidence,"Keypoint low confidence"
video (18),72,False,False,low_confidence,"Keypoint low confidence"
video (18),73,False,False,low_confidence,"Keypoint low confidence"
video (18),74,False,False,low_confidence,"Keypoint low confidence"
video (18),75,False,False,low_confidence,"Keypoint low confidence"
video (18),76,False,False,low_confidence,"Keypoint low confidence"
video (18),77,False,False,low_confidence,"Keypoint low confidence"
video (18),78,False,False,low_confidence,"Keypoint low confidence"
video (18),79,False,False,low_confidence,"Keypoint low confidence"
video (18),80,False,False,low_confidence,"Keypoint low confidence"
video (18),80,False,False,normal,"high_speed_34.8px"
video (18),81,False,False,low_confidence,"Keypoint low confidence"
video (18),82,False,False,low_confidence,"Keypoint low confidence"
video (18),82,False,False,normal,"high_speed_55.8px"
video (18),83,False,False,low_confidence,"Keypoint low confidence"
video (18),83,False,False,normal,"high_speed_66.2px"
video (18),84,False,False,normal,"high_speed_28.7px"
video (18),101,False,False,normal,"horizontal_pose"
video (18),102,False,False,low_confidence,"Keypoint low confidence"
video (18),103,False,False,low_confidence,"Keypoint low confidence"
video (18),106,False,False,low_confidence,"Keypoint low confidence"
video (18),108,False,False,low_confidence,"Keypoint low confidence"
video (18),109,False,False,low_confidence,"Keypoint low confidence"
video (18),110,False,False,low_confidence,"Keypoint low confidence"
video (18),111,False,False,normal,""
video (18),112,False,False,normal,""
video (18),113,False,False,normal,""
video (18),114,False,False,normal,""
video (18),115,False,False,normal,"high_speed_24.5px"
video (18),116,False,False,normal,""
video (18),117,False,False,normal,""
video (18),118,False,False,low_confidence,"Keypoint low confidence"
video (18),119,False,False,normal,""
video (18),120,False,False,normal,"high_speed_30.5px"
video (18),121,False,False,normal,"high_speed_31.1px"
video (18),121,False,False,normal,""
video (18),122,False,False,normal,""
video (18),123,False,False,normal,"high_speed_57.5px"
video (18),123,False,False,normal,""
video (18),124,False,False,normal,""
video (18),124,False,False,normal,""
video (18),125,False,False,normal,"high_speed_57.0px"
video (18),125,False,False,normal,""
video (18),126,False,False,normal,"high_speed_48.2px"
video (18),126,False,False,normal,""
video (18),127,False,False,normal,"high_speed_15.7px"
video (18),127,False,False,normal,""
video (18),128,False,False,normal,"high_speed_126.3px"
video (18),128,False,False,normal,""
video (18),129,False,False,normal,"high_speed_28.8px"
video (18),129,False,False,normal,""
video (18),130,False,False,normal,"high_speed_173.0px"
video (18),130,False,False,normal,""
video (18),131,False,False,normal,"high_speed_150.5px"
video (18),131,False,False,normal,""
video (18),132,False,False,normal,"high_speed_191.7px"
video (18),133,False,False,normal,"high_speed_111.4px"
video (18),134,False,False,normal,"high_speed_372.6px"
video (18),135,False,True,normal,"high_speed_297.7px"
video (18),141,True,True,fallen,"shoulder_near_feet|high_speed_291.9px"
video (18),143,True,True,fallen,"shoulder_near_feet|high_speed_195.4px"
video (18),144,True,True,fallen,"shoulder_near_feet|high_speed_210.0px"
video (18),145,True,True,fallen,"shoulder_near_feet|high_speed_390.2px"
video (18),146,False,True,normal,"shoulder_near_feet"
video (18),152,False,False,low_confidence,"Keypoint low confidence"
video (18),153,False,False,low_confidence,"Keypoint low confidence"
video (18),154,False,False,low_confidence,"Keypoint low confidence"
video (18),156,False,False,low_confidence,"Keypoint low confidence"
video (18),157,False,False,low_confidence,"Keypoint low confidence"
video (18),158,False,False,low_confidence,"Keypoint low confidence"
video (18),159,False,False,low_confidence,"Keypoint low confidence"
video (18),160,False,False,low_confidence,"Keypoint low confidence"
video (18),161,False,False,low_confidence,"Keypoint low confidence"
video (18),162,False,False,low_confidence,"Keypoint low confidence"
video (18),163,False,False,low_confidence,"Keypoint low confidence"
video (18),164,False,False,low_confidence,"Keypoint low confidence"
video (18),165,False,False,low_confidence,"Keypoint low confidence"
video (18),166,False,False,low_confidence,"Keypoint low confidence"
video (18),167,False,False,low_confidence,"Keypoint low confidence"
video (18),168,False,False,low_confidence,"Keypoint low confidence"
video (18),169,False,False,low_confidence,"Keypoint low confidence"
video (18),170,False,False,low_confidence,"Keypoint low confidence"
video (18),171,False,False,low_confidence,"Keypoint low confidence"
video (18),174,False,False,low_confidence,"Keypoint low confidence"
video (18),175,False,False,low_confidence,"Keypoint low confidence"
video (18),177,False,False,low_confidence,"Keypoint low confidence"
video (18),178,False,False,low_confidence,"Keypoint low confidence"
video (18),179,False,False,low_confidence,"Keypoint low confidence"
video (18),180,False,False,low_confidence,"Keypoint low confidence"
video (18),181,False,False,low_confidence,"Keypoint low confidence"
video (18),182,False,False,low_confidence,"Keypoint low confidence"
video (18),183,False,False,low_confidence,"Keypoint low confidence"
video (18),184,False,False,low_confidence,"Keypoint low confidence"
video (18),185,False,False,low_confidence,"Keypoint low confidence"
video (18),187,False,False,low_confidence,"Keypoint low confidence"
video (18),189,False,False,low_confidence,"Keypoint low confidence"
video (18),190,False,False,low_confidence,"Keypoint low confidence"
video (18),191,False,False,low_confidence,"Keypoint low confidence"
video (18),192,False,False,low_confidence,"Keypoint low confidence"
video (18),193,False,False,low_confidence,"Keypoint low confidence"
video (18),199,False,False,low_confidence,"Keypoint low confidence"
video (18),202,False,False,low_confidence,"Keypoint low confidence"
video (18),203,False,False,low_confidence,"Keypoint low confidence"
video (18),205,False,False,low_confidence,"Keypoint low confidence"
video (18),207,False,False,low_confidence,"Keypoint low confidence"
video (18),208,False,False,low_confidence,"Keypoint low confidence"
video (18),209,False,False,low_confidence,"Keypoint low confidence"
video (18),210,False,False,low_confidence,"Keypoint low confidence"
video (18),211,False,False,low_confidence,"Keypoint low confidence"
video (19),1,False,False,normal,""
video (19),1,False,False,normal,""
video (19),2,False,False,normal,""
video (19),2,False,False,normal,""
video (19),3,False,False,normal,"high_speed_1.4px"
video (19),3,False,False,normal,""
video (19),4,False,False,normal,"high_speed_4.7px"
video (19),4,False,False,normal,""
video (19),5,False,False,normal,""
video (19),6,False,False,normal,"high_speed_10.9px"
video (19),6,False,False,normal,""
video (19),7,False,False,low_confidence,"Keypoint low confidence"
video (19),7,False,False,normal,"high_speed_21.2px"
video (19),8,False,False,low_confidence,"Keypoint low confidence"
video (19),8,False,False,normal,""
video (19),9,False,False,low_confidence,"Keypoint low confidence"
video (19),9,False,False,normal,"high_speed_22.1px"
video (19),10,False,False,low_confidence,"Keypoint low confidence"
video (19),10,False,False,normal,""
video (19),11,False,False,low_confidence,"Keypoint low confidence"
video (19),11,False,False,normal,""
video (19),12,False,False,low_confidence,"Keypoint low confidence"
video (19),13,False,False,low_confidence,"Keypoint low confidence"
video (19),13,False,False,normal,"high_speed_15.4px"
video (19),14,False,False,normal,""
video (19),15,False,False,normal,"high_speed_11.1px"
video (19),16,False,False,normal,""
video (19),17,False,False,low_confidence,"Keypoint low confidence"
video (19),17,False,False,normal,"high_speed_9.1px"
video (19),18,False,False,low_confidence,"Keypoint low confidence"
video (19),18,False,False,normal,""
video (19),19,False,False,low_confidence,"Keypoint low confidence"
video (19),19,False,False,normal,"high_speed_3.1px"
video (19),20,False,False,low_confidence,"Keypoint low confidence"
video (19),21,False,False,low_confidence,"Keypoint low confidence"
video (19),21,False,False,normal,"high_speed_3.1px"
video (19),22,False,False,low_confidence,"Keypoint low confidence"
video (19),22,False,False,normal,"high_speed_22.6px"
video (19),23,False,False,low_confidence,"Keypoint low confidence"
video (19),24,False,False,normal,""
video (19),25,False,False,low_confidence,"Keypoint low confidence"
video (19),25,False,False,normal,"high_speed_5.2px"
video (19),26,False,False,low_confidence,"Keypoint low confidence"
video (19),26,False,False,normal,"high_speed_34.0px"
video (19),27,False,False,low_confidence,"Keypoint low confidence"
video (19),27,False,False,normal,""
video (19),28,False,False,low_confidence,"Keypoint low confidence"
video (19),28,False,False,normal,"high_speed_40.4px"
video (19),29,False,False,low_confidence,"Keypoint low confidence"
video (19),29,False,False,normal,""
video (19),30,False,False,low_confidence,"Keypoint low confidence"
video (19),30,False,False,normal,"high_speed_24.2px"
video (19),31,False,False,low_confidence,"Keypoint low confidence"
video (19),31,False,False,normal,""
video (19),32,False,False,low_confidence,"Keypoint low confidence"
video (19),32,False,False,normal,"high_speed_10.1px"
video (19),33,False,False,normal,""
video (19),34,False,False,low_confidence,"Keypoint low confidence"
video (19),34,False,False,normal,"high_speed_3.0px"
video (19),35,False,False,low_confidence,"Keypoint low confidence"
video (19),36,False,False,low_confidence,"Keypoint low confidence"
video (19),36,False,False,normal,"high_speed_2.3px"
video (19),37,False,False,normal,""
video (19),38,False,False,normal,"high_speed_6.0px"
